Word_5P4, ziff_index, frequency, POS, ngram_word_index, word_0, word_1, word_2, word_3, word_4, word_5, word_6, word_7, word_8, word_9, word_10, word_11, word_12, word_13, word_14, word_15, word_16, word_17, word_18, word_19, word_20, word_21, word_22, word_23, word_24, word_25, word_26, word_27, word_28, word_29, context_0_0, context_0_1, context_0_2, context_0_3, context_0_4, context_0_5, context_0_6, context_0_7, context_0_8, context_0_9, context_0_10, context_0_11, context_0_12, context_0_13, context_0_14, context_0_15, context_0_16, context_0_17, context_0_18, context_0_19, context_0_20, context_0_21, context_0_22, context_0_23, context_0_24, context_0_25, context_0_26, context_0_27, context_0_28, context_0_29, context_1_0, context_1_1, context_1_2, context_1_3, context_1_4, context_1_5, context_1_6, context_1_7, context_1_8, context_1_9, context_1_10, context_1_11, context_1_12, context_1_13, context_1_14, context_1_15, context_1_16, context_1_17, context_1_18, context_1_19, context_1_20, context_1_21, context_1_22, context_1_23, context_1_24, context_1_25, context_1_26, context_1_27, context_1_28, context_1_29, context_2_0, context_2_1, context_2_2, context_2_3, context_2_4, context_2_5, context_2_6, context_2_7, context_2_8, context_2_9, context_2_10, context_2_11, context_2_12, context_2_13, context_2_14, context_2_15, context_2_16, context_2_17, context_2_18, context_2_19, context_2_20, context_2_21, context_2_22, context_2_23, context_2_24, context_2_25, context_2_26, context_2_27, context_2_28, context_2_29, context_3_0, context_3_1, context_3_2, context_3_3, context_3_4, context_3_5, context_3_6, context_3_7, context_3_8, context_3_9, context_3_10, context_3_11, context_3_12, context_3_13, context_3_14, context_3_15, context_3_16, context_3_17, context_3_18, context_3_19, context_3_20, context_3_21, context_3_22, context_3_23, context_3_24, context_3_25, context_3_26, context_3_27, context_3_28, context_3_29
"i", 26, 3.08623e+09, PNP, 26, -0.05622, 0.00378389, 0.0108689, 0.0500775, 0.000863751, -0.00149004, 0.018708, -0.0043501, -0.00536355, -0.000467792, 0.0287818, -0.0104692, -0.0530594, 0.0135714, 0.0112268, -0.0167125, 0.0204632, -0.028646, 0.0235735, 0.0771173, 0.0436764, -0.00882034, 0.0092778, 0.000609431, 0.000119117, 0.00153249, 2.4837e-05, 0.00404754, 0.0029988, -0.000131006, -0.0447891, 0.0100251, 0.0144522, 0.0421249, 0.000741058, 0.00187314, -0.000264622, 0.00221885, -0.0124905, 0.000571184, 0.0110655, 0.00448247, 0.00156387, -0.0311842, 0.0456192, 0.00311958, 0.0181716, -0.0090768, -0.0182196, 0.0334994, 0.00787721, -0.00889697, 0.015703, 0.00410002, 0.00306581, 0.00312146, -0.00404015, 0.00885225, 0.00389067, -0.00681092, -0.0505661, 0.0145332, 0.012254, 0.0253338, -0.00688498, 0.00209276, 0.00690682, 0.00401057, -0.0150503, -0.00388083, 0.0164673, 0.00118987, -0.00388218, -0.0457399, 0.0707644, 0.0064746, 0.0166529, -0.00845955, -0.0208635, 0.0451431, 0.00621308, 0.0234151, 0.0169326, 0.00332716, -0.00684263, 0.00494586, -0.0110267, 0.008869, 0.00621316, -0.00860077, -0.0453535, 0.0141954, 0.012761, 0.0322254, -0.0150925, 0.00129677, 0.0243789, 0.00340244, -0.0575033, -0.015383, 0.126441, -0.037276, 0.00743307, -0.00930668, 0.0669163, -0.00837662, -0.00134241, -0.0523016, 0.0858679, -0.0133516, -0.0125291, 0.0391685, 0.0234295, 0.000810135, 0.00413495, 0.00309149, -0.00866673, 0.0114788, 0.00853364, -0.00546129, -0.0711378, 0.0264818, -7.3407e-05, -0.0731005, -0.0251662, -0.00289605, 0.0229946, 0.0179096, -0.0160887, -0.00727485, -0.0150214, -0.00355535, -0.0489329, -0.0239345, -0.0178056, 0.0169353, 0.0297536, -0.000914203, -0.0140101, -0.0228287, 0.00583153, 0.06032, 0.0690652, 0.0437679, 0.0785725, -0.0282215, 0.0438379, 0.0177018, -0.000698172, -0.0145248
"'s", 27, 3.04012e+09, POS, 27, -0.0557857, 0.0038981, 0.0103703, 0.0274245, 0.0155562, -0.0036089, -0.0254356, 0.00757979, -0.0110032, 0.00116844, 0.00588783, 0.00540748, -0.127672, 0.00651993, -0.00563478, -0.000898396, 0.0398106, -0.0171959, -0.0156663, 0.0214315, 0.00103678, -0.024398, -0.0291989, -0.0307046, -0.0547925, 0.0135705, -0.00512326, 0.00524591, 0.0020522, -0.00833031, -0.0515141, -0.00601538, 0.0116804, 0.00903218, 0.0147902, 0.00360094, -0.010197, 0.00704907, -0.00740339, -0.00366157, -0.0107606, -0.00329685, -0.0116707, -0.00368326, 0.00019831, -0.000531601, -0.0122742, 0.0103554, 0.00520938, 0.00298334, 0.00812125, -0.00796171, 0.00797506, -0.00834129, -0.0166501, 0.00755648, 0.0123664, 0.007407, -0.00751716, -0.00509643, -0.0525568, -0.00797712, 0.0140989, 0.0085422, 0.00230271, -0.000117755, -0.0101428, 0.00692105, -0.0100786, 0.000808312, -0.0105068, 0.00868111, -0.00723275, -0.00437223, -0.00353404, 0.00127745, -0.00632275, 0.00598619, 0.00265274, 0.00448409, 0.0169972, -0.000276899, -0.012883, -0.00570332, -0.0160303, 0.00151632, 0.00582475, -0.000838171, -0.00693763, 0.0040316, -0.0501439, -0.0110208, 0.0132555, 0.00304139, 0.0115885, -0.00270826, -0.0426006, 0.0115419, -0.0150856, 0.00048072, -0.00169241, 0.0119584, 0.00274517, -0.00819918, 0.0256495, -0.0018067, -0.00846064, 0.0081079, 0.00388065, 0.0166399, -0.0110559, 0.0023548, -0.00363372, -0.0127659, -0.00749179, 0.00388077, 0.0156366, -0.00561182, -0.00846125, 0.0120724, -0.081751, 0.028659, 0.0079738, -0.0619781, -0.0432924, -0.00500751, 0.0379733, 0.0126425, -0.0149027, -0.0138432, -0.00958532, 0.00766564, 0.00963562, -0.0263334, -0.00524651, 0.00690526, -0.00102511, -0.0174263, 0.0401901, -0.024244, 0.00821808, -0.0385787, 0.0193772, 0.00308737, -0.0185857, 0.0125135, 0.00274318, 0.0116479, 0.000976577, -0.00890391
"you", 28, 2.99618e+09, PNP, 28, -0.0898169, 0.011081, 0.0298921, 0.109961, -0.00810543, 0.00829095, 0.0474291, -0.0148123, -0.00586149, -0.00193971, 0.0598089, -0.0299741, -0.101205, 0.0254765, 0.0238367, -0.0218355, 0.0340776, -0.0608778, 0.058426, 0.24353, 0.154887, -0.035174, 0.014778, 0.00595378, 0.0371266, -0.019248, 0.0154477, -0.00884592, -0.00160795, 0.00190037, -0.0455809, 0.00819692, 0.0169784, 0.0418321, 0.00217968, 0.000898859, -0.0098655, 0.0024017, -0.0119258, 0.00155554, 0.00281116, 0.00746032, 0.00341109, -0.0281433, 0.0429085, 0.00489737, 0.000889557, 0.00257493, -0.0114301, 0.0235964, 0.014361, 0.000192136, 0.0159126, 0.00278177, 0.00553189, 0.00229772, -0.00024911, 0.00369488, 0.00479834, -0.00539683, -0.0484152, 0.00896304, 0.0177618, 0.0359159, -0.0107552, 0.00278251, 0.011373, 0.000478219, -0.0105872, -0.000894042, 0.0109587, 0.00324015, 0.0130333, -0.0433869, 0.0682076, 0.0105151, 0.00596658, 0.00838411, -0.0340246, 0.0262229, -0.0017775, 0.0217312, 0.00383568, 0.00458793, 0.0107764, -0.00583197, 0.000256768, -0.0146262, 0.00774221, 0.021324, -0.0448551, 0.0105391, 0.0187869, 0.0426445, -0.0115717, 3.43678e-05, 0.0156189, 0.00490831, -0.0410201, -0.0101779, 0.0859715, -0.0178064, 0.0199348, -0.0362548, 0.0826892, 0.00466198, -0.00127449, -0.0149249, 0.0160144, -0.01316, -0.0182222, 0.0315134, 0.00123469, 0.00190946, 0.0113404, -0.00541585, -0.00147477, -0.00617317, 0.00446322, 0.00801975, -0.0509862, 0.0175157, 0.0111176, -0.0124019, -0.00987974, -0.00758221, -0.0184537, 0.0174697, -0.0353783, -0.00643826, 0.00265063, 0.0157864, -0.085691, -0.05098, 0.0360836, 0.0218334, 0.0198499, 0.0116743, -0.0525217, -0.055998, -0.00621589, 0.116717, 0.1034, 0.103955, 0.227017, -0.0813762, 0.0545178, -0.00931403, -0.00727241, 0.00522126
"it", 29, 2.81316e+09, PNP, 29, -0.0680568, 0.0101438, 0.0212764, 0.0711348, -0.00469041, 0.00440352, 0.0243653, -0.00806551, -0.00399422, -0.002742, 0.0410232, -0.0147241, -0.0316826, 0.00336729, 0.0217256, -0.0080252, 0.0133043, -0.0272762, 0.0297603, 0.0531231, 0.0329499, 0.00204139, 0.013876, 0.000508598, 0.00485326, -0.000732754, 0.0012263, 0.00524436, 0.0015661, -0.00393993, -0.0451968, 0.00764782, 0.018541, 0.0531266, 0.0095589, 0.00387042, -0.0146488, 0.00270556, -0.0130315, 0.00104895, 0.00764343, 0.00460092, 0.0160698, -0.0326608, 0.0420879, 0.00455636, 0.0115295, -0.00071413, -0.024735, 0.0163556, 0.0156749, 0.0170826, 0.00200896, 0.000958786, 0.000303837, 0.00225954, -0.00433224, 0.0109602, -0.000837139, -0.0164145, -0.0484253, 0.00675558, 0.0185051, 0.0374799, -0.00315969, 0.00129003, -0.00591171, 0.00575082, -0.0218699, -0.00216924, 0.0220551, 0.00586775, 0.0212387, -0.0460892, 0.0718114, 0.0125763, 0.000798732, 0.0156857, -0.0427033, 0.0230297, 0.00333882, 0.00506835, 0.00484238, -0.00319733, -0.00335268, 0.00333542, -0.00464493, 0.00609469, 0.00295277, -0.00901053, -0.0417104, -0.00482632, 0.020564, 0.0465027, -0.00867385, 0.00299628, 0.0221891, 0.0035234, -0.0359165, -0.0137706, 0.0973309, -0.0211993, 0.0215751, -0.00887851, 0.0268691, 0.00348271, -0.0199405, 0.0177283, -0.0119361, -0.0193733, -0.00965656, -0.0551461, -0.0164468, 0.00364144, 0.0112826, -0.00459388, 0.00818392, -0.00324116, -0.00174192, -0.00135546, -0.0323747, 0.00886307, 0.011273, 0.0292079, 0.0326677, -0.00979161, -0.0763856, 0.0209437, -0.0445551, 0.0038468, 0.0129814, 0.0178584, -0.257475, 0.000334793, 0.0132246, 0.0156123, 0.020685, 0.0148111, -0.0482331, -0.0504957, -0.014197, -0.0875789, -0.151275, -0.108402, -0.209356, 0.0598105, -0.0417754, 0.0281878, -0.00105228, -0.0376333
"&", 30, 2.65963e+09, unk, 30, -0.0519819, -0.00792167, -0.0102205, -0.018029, 0.0116255, 0.000360767, -0.0178457, -0.00253071, 0.0269823, -0.0069594, 0.00271914, -0.000625468, 0.00144802, 0.0332738, 0.0106045, -0.0295068, 0.0015788, 0.00846644, 0.0005537, 0.00410847, -0.00854115, 2.12363e-05, 0.00361328, -0.000469792, -0.005214, 0.00601746, 0.0167953, -0.00244328, 0.00146507, 0.00357797, -0.0626788, 0.00246513, -0.00508678, -0.0535968, 0.0018924, 0.00213947, 0.00354322, 0.00742881, 0.0100544, -0.0155039, -0.0175901, -0.0179848, 0.00137339, 0.00942111, 0.00141995, -0.0246991, -0.00232622, 0.00780756, 0.0125641, 0.0101049, -0.00850875, 0.000605982, 0.029968, -0.00749141, -0.0250597, 0.0208139, 0.0263365, 0.00338742, 0.00462478, 0.00641106, -0.0589355, -0.0115042, 0.00107968, -0.0467733, -0.0134637, -0.00247446, -0.00228257, 0.00621389, 0.00053445, -0.00713987, -0.0165604, 0.00488282, 0.00236841, 0.0251729, 0.000775626, -0.0223415, -0.00929568, 0.0102751, 0.0162998, 0.0194879, -0.021759, 0.00514734, 0.0164669, -0.0114324, -0.0165436, 0.0142908, 0.0273503, -0.00253277, 2.98663e-05, 0.0133582, -0.0518757, -0.0541859, 0.00644974, -0.0422672, -0.00589481, -0.000155052, -0.0118575, 0.0044391, 0.0190958, -0.0131696, -0.00260012, -0.00147457, -0.00300959, 0.025835, 0.0052385, -0.0442029, -0.00553535, 0.0172339, 0.0102273, 0.0204446, -0.0235424, 0.00313542, 0.0119066, -0.00301625, -0.00509748, 0.0168281, 0.0199716, -0.00328931, -0.0102588, -0.00242882, -0.0963203, 0.0393481, -0.00127792, -0.0952545, -0.0595709, -0.0101666, 0.0386442, 0.0170819, -0.0170918, -0.0150346, -0.036361, 0.0153815, 0.0075539, -0.0400035, -0.0136285, 0.0119461, 0.00444989, -0.0132023, 0.0267974, -0.0125423, 0.0392064, -0.00685301, 0.0113431, -0.00251651, -0.0315161, 0.0128743, -0.0103455, 0.015713, 0.00562781, -0.0177071
"not", 31, 2.6335e+09, XX0, 31, -0.13069, 0.0298054, 0.038587, 0.0905312, -0.040238, 0.000660859, 0.0822374, 0.0216006, -0.185157, -0.058786, 0.445444, -0.138151, 0.0120044, 0.0784586, -0.00766437, -0.035382, -0.0138565, -0.0990502, 0.203909, -0.0893044, -0.0253621, 0.0403359, -0.00410122, -0.00448081, -0.0065477, 0.00121499, -0.000984906, 0.000972026, -3.47331e-05, 0.000854007, -0.0447499, 0.00547946, 0.0166801, 0.0494989, 0.013446, 0.00212588, -0.0200013, 0.00287155, -0.0107165, 0.00353676, -0.00498739, 0.00816544, -0.00681144, -0.00245828, -0.0021828, 0.000865861, -0.00569162, 0.00317822, 0.00242049, -0.00310037, 0.0316808, -0.00777985, -0.0010132, 0.00641968, 0.00885317, -0.00281927, 0.00192852, 0.0108127, -0.00639796, -0.0154496, -0.0467611, 0.00654966, 0.0166553, 0.0481008, 0.0101621, 0.00259514, -0.0129069, 0.00229303, -0.0114551, 0.00293194, -0.00229295, 0.0045862, -0.000590813, -0.0133308, 0.0176828, 0.00410456, -0.0201367, 0.0198798, -0.0138771, 0.009331, 0.0413136, 0.0143895, 0.00191462, 0.00385599, 0.00129163, 0.000127128, -0.00434242, 0.0115267, -0.00359465, -0.0158451, -0.0422698, 0.0088319, 0.0195554, 0.0626107, 0.00481915, 0.00565646, -0.00298995, -0.000397395, -0.0107948, 0.00249812, 0.0109409, 0.00363135, 0.0227829, -0.0640342, 0.111054, 0.0125483, -0.00103371, 0.0128399, -0.042461, 0.0282576, 0.00707637, 0.0517686, 9.91241e-05, -0.00419683, -0.00789277, 0.00218547, -0.0122383, 0.00669191, 0.00389918, -0.0124298, -0.0736953, 0.0289086, 0.0114327, -0.0418975, -0.0428073, -0.00498457, 0.0347918, 0.0143679, -0.0383217, -0.0168211, 0.0328192, -0.00670995, 0.0236846, -0.0302978, -0.0351771, 0.0213103, 0.0066761, 0.0531002, -0.109436, 0.0217592, 0.025004, -0.0386721, 0.0243764, 0.0267085, 0.0322864, -0.00774819, 0.00501314, 0.00224781, 0.00323736, -0.00620074
"or", 32, 2.59074e+09, CJC, 32, -0.0653969, 0.000938648, 0.0108257, 0.0309761, 0.0183707, 0.00234486, -0.0344725, 0.00500595, -0.00708016, 0.00128876, -0.00623904, 0.00544197, 0.00508656, 0.000195421, -0.00795461, 0.00022706, 0.00106941, -0.00058055, 0.00134928, 0.00150975, 0.00550448, 0.000954718, 0.0085092, -0.000329549, -0.00403436, 0.00587696, -0.00437039, 0.00475647, -0.000534194, 0.00140865, -0.0474608, 0.000561481, 0.0122095, 0.033522, 0.0134591, 0.00142823, -0.0209408, 0.00459801, -0.0135263, 0.000793055, -0.00791916, 3.86936e-05, 0.00196511, -0.00452102, -0.00962721, 0.00244758, -0.00926052, 0.0077039, 0.00148232, -0.0172721, 0.0242394, -0.016289, -0.00141109, 0.00652172, 0.00589627, 0.000649184, 0.0037489, 0.00675711, -0.0057542, -0.00765784, -0.0457823, -0.00337063, 0.0142246, 0.0370299, 0.0195101, 0.00481481, -0.0201954, 0.00376808, -0.0120467, 0.00133142, -0.00976979, -0.00224582, 0.000351294, 0.00123814, -0.0180983, 0.0010729, -0.0107501, 0.00971059, 0.00068739, -0.0141897, 0.0174337, -0.0168393, 0.00543231, 0.0132048, 0.00961922, 0.000251068, -0.00141762, 0.00420369, -0.00460989, 0.00124188, -0.0457761, 0.005645, 0.0113385, 0.0320589, 0.0306109, 0.00284798, -0.0476305, 0.00700031, -0.0104031, -0.00158283, -0.00473362, -0.00501693, 0.0156207, -0.00848109, -0.00928061, -0.000252582, 0.0126973, -0.0160144, 0.00723896, -0.00898675, 0.0127829, -0.0372698, -0.010967, 0.00393111, 0.0200519, -0.00764647, 0.0187192, -0.000703451, -0.00914517, -0.00695495, -0.0751652, 0.0273832, 0.00627845, -0.0453557, -0.042248, -0.00291054, 0.0430477, 0.0100705, -0.0125789, -0.0110732, -0.0106651, 0.0102407, 0.00574049, -0.0335428, 0.00889346, 0.00900508, 0.00968123, -0.0185555, 0.0216003, -0.00915961, 0.00768719, -0.00885406, 0.00634862, 0.000125695, -0.0173721, 0.00544592, -0.00340544, 0.0103252, 0.00328102, -0.00931314
"1", 33, 2.56317e+09, unk, 33, -0.0671162, -0.00792434, -0.0403067, -0.0310554, 0.0366266, 0.0149752, 0.00869358, -0.0827956, -0.0127936, 0.0109745, -0.00402302, 0.00158985, 0.00617368, 0.0100459, -0.00350318, -0.00563032, -0.00479447, -0.00376481, 0.00459869, 0.0137104, -0.0215752, 0.00335975, -0.0382546, -0.0226566, 0.031337, -0.0322408, -0.0662837, 0.00888462, 0.00611227, 0.00168852, -0.0403239, -0.00763793, -0.0235234, -0.0271293, 0.0279583, 0.00996388, -0.00047928, -0.0530611, -0.0145968, 0.0165477, -0.0103494, -0.00493271, 0.00764204, 0.0188081, -0.00843532, -0.00273591, -0.0047275, -0.00246471, 0.0143023, 0.0336848, -0.0459518, 0.00590076, -0.0895341, -0.0776792, 0.104495, -0.090737, -0.205597, 0.0552344, -0.01713, -0.0398962, -0.0390491, -0.0175208, -0.0253088, -0.0183361, 0.0432528, 0.0150795, -0.00779339, -0.0432482, -0.000416269, 0.0015671, -0.00535921, -0.00720468, 0.00998851, 0.0205587, -0.0212654, -0.00746567, -0.0049495, -0.0103837, 0.0100429, 0.0423613, -0.0656344, 0.00612634, -0.0429124, -0.0551855, 0.0661739, -0.0502937, -0.0912626, 0.0296093, -0.0132595, -0.0186291, -0.0391044, -0.0283944, -0.0187653, -0.0257973, 0.0156401, 0.00906224, 0.00367554, -0.056472, -0.0109767, 0.00663991, -0.00934838, -0.00307524, 0.00552978, 0.0158105, -0.0048371, 0.00403398, -0.0191423, -0.016442, 0.00272233, 0.0176886, -0.0315096, 0.00291278, -0.0705897, -0.0596048, 0.0738842, -0.0737641, -0.154091, 0.0137828, 0.0147081, 0.0011124, -0.0284144, -0.0128194, -0.0445153, -0.0258538, 0.174054, 0.0544948, 0.000965343, -0.0366634, 0.0101614, -0.0138341, -0.0215899, -0.169408, 0.00142461, -0.00150357, 0.0198884, 0.0223068, 0.0108199, 0.0126443, -0.0108964, -0.00835458, -0.00554438, -0.0075566, 0.0656377, -0.0401872, 0.000560502, 0.000301547, -0.00043286, 0.027027, 0.00484644, 0.00306226
"be", 34, 2.39872e+09, VBI, 34, -0.126567, 0.0294253, 0.0343317, 0.0318711, -0.0465295, 0.000493623, 0.059668, 0.0257599, -0.142881, -0.0460071, 0.289382, -0.0916367, 0.0747846, 0.0532742, -0.174866, 0.0213842, -0.0023238, 0.148873, -0.266822, 0.0573084, 0.0288278, -0.0189332, -0.0180704, 0.00202492, -0.0155296, 0.00492825, -0.015085, -0.00567477, 0.00355572, 0.00576498, -0.0499064, 0.00860148, 0.0182807, 0.0530315, 0.00178215, 0.00421014, -0.00527757, -0.00249254, 0.000895606, 0.00515373, -0.0183675, 0.00944783, 0.00994251, -0.00520969, -0.00624641, 0.00132704, -0.00336838, 0.00160617, 0.0038018, -0.0120649, 0.024308, -0.00323982, 0.00030213, 0.00404709, 0.00255005, 0.00134365, 0.000450335, 0.0119424, -0.00557843, -0.016108, -0.0438586, 0.00727384, 0.024385, 0.106689, -0.0102124, 0.0142709, 0.0483923, -0.0261466, 0.036663, 0.0107534, -0.0265067, -0.00433991, 0.0224569, 0.00188819, -0.00176513, 0.00168864, -0.00205521, 0.00894451, -0.0144979, -0.0234717, -0.00817905, 0.00626703, -0.0156669, -0.000215008, 0.0104032, -0.00663369, 0.00355462, 0.00328234, -0.00723557, -0.00681593, -0.0303029, 0.00659781, 0.0215687, 0.0811017, 0.0415845, -0.000377028, -0.0961246, 0.0188687, -0.0474435, 0.006851, 0.0352466, 0.0254614, 0.0500254, -0.115704, 0.211947, 0.0224733, -0.00417508, 0.0251804, -0.0781249, 0.0244296, 0.0209741, 0.168161, -0.0399499, -0.0225319, -0.032672, -0.00168904, -0.0330275, 0.000528276, 0.0023692, -0.00985484, -0.0795506, 0.0281348, 0.0130971, -0.0347064, -0.0470201, -0.00246012, 0.050095, 0.00408617, -0.00420099, -0.00860755, -0.0234927, 0.00796924, 0.0202115, -0.0456985, 0.0222829, 0.0133913, 0.00821363, -0.0123322, 0.00910167, -0.0229915, -0.0242934, -0.125517, 0.0088537, 0.00510716, 0.00993368, 0.00105408, 0.0210906, 0.00544857, -0.00180149, -0.0124155
"are", 35, 2.39362e+09, VBB, 35, -0.0659004, 0.0111069, 0.012951, 0.0154924, -0.000518001, -0.00325978, -0.0159946, 0.0130527, -0.0302003, -0.00514182, 0.00762301, 0.00791053, -0.222158, -0.00937938, -0.0209383, 0.0158773, 0.0649241, -0.0116326, -0.0618314, -0.0603245, -0.0492706, 0.04988, 0.0414729, 0.0511154, 0.114748, -0.039759, 0.0246084, -0.0155417, -0.00461852, 0.00886014, -0.0472859, 0.00760343, 0.0178455, 0.049866, 0.0037588, 0.00456079, -0.00725057, -0.00268422, 0.00120907, 0.00595884, -0.0160141, 0.0061548, 0.0107015, 0.00588259, -0.0104511, -0.00728752, -0.000360343, 0.00536311, -0.00382732, -0.0104231, 0.0149702, 0.0168036, 0.00851058, -7.61674e-06, 0.00840741, 0.000324682, 0.00881381, 0.0130751, -0.00804105, -0.0155929, -0.0441685, 0.00973642, 0.0223078, 0.0769198, 0.00539555, 0.00711475, -0.0110128, -0.00564665, 0.00366018, 0.00682987, -0.010146, 0.00739907, 0.0465187, -0.0222951, -0.00197754, 0.00171938, 0.0456552, -0.0216465, -0.0353429, -0.0100965, 0.00764592, 0.0343708, -0.0123838, 0.00622152, -0.00149009, -0.00154529, -0.0141391, -0.0037793, 0.00343769, 0.00631629, -0.0466685, 0.0129419, 0.0179447, 0.0391071, 0.0113639, 6.6607e-06, -0.050045, 0.0131093, -0.0304591, 0.00277578, 0.0144082, 0.0196061, 0.0532685, -0.0819473, 0.12434, 0.015027, 0.0311964, -0.00792397, -0.0539766, 0.0236105, -0.00410688, 0.109682, -0.0332517, -0.0169659, -0.0298965, 0.000796994, -0.0210188, -0.0219098, 0.0094634, 0.030388, -0.0699516, 0.0256523, 0.0158179, -0.00334066, -0.0434309, 0.000175437, 0.0597043, -0.000391111, -0.021991, -0.0134084, 0.0516078, -0.0232287, 0.00843121, 0.00541276, -0.00416785, -0.00657883, -0.0123977, -0.0435722, 0.106154, -0.0515598, 0.0120445, 0.0061348, -0.00355639, -0.00129314, -0.0129162, 0.0031313, 0.00111096, -0.00232937, 0.00200777, 0.00576818
"[", 36, 2.31975e+09, unk, 36, -0.0643451, -0.0375495, -0.0309533, -0.0415886, 0.0193848, 0.00646396, 0.00888956, 0.0224873, 0.0457818, 0.242713, 0.0428842, -0.0152487, -0.0122308, -0.00368146, -0.0164526, -0.056739, -0.234164, -0.284631, -0.160475, -0.00661184, -0.00058633, 0.00513935, 0.00828973, -0.0128352, -0.000439837, 0.000274058, 0.010494, 0.00426722, -0.000260559, -0.00531065, -0.043618, -0.00799323, -0.0189381, -0.0501451, 0.0126972, 0.00583893, 0.01258, 0.0324898, 0.0618595, 0.280834, 0.0602739, -0.0122962, -0.00730916, -0.0240091, -0.00693998, -0.0080031, -0.0315523, -0.046368, -0.0271494, -0.0108505, 0.0112508, 0.00281883, 0.00234699, -0.00836119, -0.00676258, 0.000705781, -0.00201781, -0.00971802, 0.00368031, 0.0148422, -0.0379199, -0.0217195, -0.0221234, -0.0433495, 0.0128799, 0.00592531, 0.0135349, 0.0326701, 0.0588781, 0.300778, 0.0630505, -0.0106609, -0.0114306, -0.0346578, -0.0181409, -0.0314101, -0.127943, -0.157855, -0.089732, -0.0231447, 0.0273851, -0.00676423, 0.020796, 0.00602302, -0.00566397, 0.00419818, -0.0121997, 0.00805991, 0.00842792, -0.00858974, -0.0291915, 0.00904561, -0.0275883, -0.06374, 0.0616242, 0.0156858, 0.0170524, 0.0699564, 0.141771, 0.649751, 0.157187, -0.0361271, 0.000519829, -0.0564601, 0.000812613, 0.0530948, 0.259367, 0.301995, 0.156262, -0.0137518, 0.020694, -0.0152264, 0.00711954, 0.0233339, 0.004682, 0.00677309, 0.00397291, -0.00112071, -0.000670819, -0.0221576, -0.0833964, 0.03349, -0.0239026, -0.0811514, -0.0491455, -0.00775102, 0.0311483, 0.00587702, -0.0136635, 0.00868273, -0.0233905, 0.018015, 0.00666162, -0.0266318, -0.00602633, 0.0182925, 0.00798793, -0.0140708, 0.0198914, -0.0119236, 0.0404201, 0.000535107, -0.00196526, -0.00465556, -0.022723, -0.00606854, -0.0376485, 0.0212349, 0.00464933, -0.0127043
"]", 37, 2.31316e+09, unk, 37, -0.0922158, -0.0166728, -0.0573495, -0.085301, 0.0959519, 0.0238201, 0.0325449, 0.0696966, 0.133693, 0.587879, 0.138264, -0.0252853, -0.00470108, -0.0445553, -0.00171918, 0.020294, 0.101426, 0.110935, 0.0547211, -0.016421, 0.0220264, -0.00953472, 0.00370208, 0.0133745, 0.000855747, 0.00309743, -0.0131111, -0.000134458, 0.00362754, -0.000677345, -0.0369097, -0.00659545, -0.0232858, -0.0455906, 0.0174401, 0.00824267, 0.0190189, 0.0319068, 0.0560084, 0.301182, 0.0582876, -0.0207765, -0.010018, -0.0221483, -0.0157392, -0.0467617, -0.214067, -0.28648, -0.165614, -0.0186568, 0.0156207, 0.00647463, 0.0270429, -0.0145218, -0.0092213, 0.00713582, 0.0106372, 0.0148909, 0.00643341, -0.0116653, -0.0446028, 0.0105148, -0.0295954, -0.0572091, 0.0273127, 0.0100638, 0.0263933, 0.045607, 0.0758294, 0.370765, 0.0804163, -0.0229884, 0.000685385, -0.0468108, 0.00397219, 0.0233795, 0.108759, 0.0994776, 0.0556504, -0.0300753, 0.0477868, -0.0178152, -0.00181536, 0.0298811, -0.00584102, 0.00312559, -0.0423884, -0.0126526, 0.0156432, 0.0194575, -0.0684174, 0.0164211, -0.0226789, -0.0550977, -0.0280842, -0.00402334, 0.0136755, 0.0116125, -0.00338671, 0.0166694, -0.0170301, 0.00688199, 0.000363053, 0.00239076, -0.00170248, -0.00764003, -0.0435327, -0.0547291, -0.0133878, 0.0077145, -0.00726312, 0.0172963, -0.0352006, -0.0223413, -0.0163403, -0.0141002, 0.0073358, -0.0458279, 0.00209521, 0.0721179, -0.0240356, -0.0705879, -0.00807072, -0.0207013, 0.00823993, 0.00561224, -0.00051222, 0.0175135, 0.0290044, 0.187269, 0.0320493, -0.0129628, -0.0226493, 0.000672954, -0.0317325, -0.0996325, -0.433922, -0.513624, -0.295239, -0.0089465, -0.00985583, 0.0106069, 0.0254697, -0.0407986, 0.0048045, 0.00394675, 0.0524115, 0.0159893, -0.00763615, -0.0296265
